"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"删除普通短信","4253","test_delete[resolution0-chrome]","系统设置.其它配置管理.短信信息管理","Sat Jul 26 15:03:18 CST 2025","passed","Sat Jul 26 15:03:22 CST 2025","","test_普通短信管理","",""
"奖罚内容删除","6385","test_delete[resolution0-chrome]","系统设置.协同办公设置.工作表单设置","Sat Jul 26 15:03:59 CST 2025","passed","Sat Jul 26 15:04:05 CST 2025","","test_奖罚内容设置","",""
"根据文件名称查询","0","test_file_search_by_name[resolution0-chrome]","协同办公.我的工作","Sat Jul 26 14:46:31 CST 2025","broken","Sat Jul 26 14:46:31 CST 2025","","test_临时文档","",""
"公共表单|标准表单移动切换","4159","test_move[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:22:45 CST 2025","broken","Sat Jul 26 15:22:49 CST 2025","","test_选项分类集合","",""
"迁进迁出，对职务分组","6599","test_move[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:13:46 CST 2025","passed","Sat Jul 26 15:13:53 CST 2025","","test_权限分配","",""
"样式比较","7372","test_file_style[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:57:41 CST 2025","passed","Sat Jul 26 14:57:48 CST 2025","","test_薪资等级设置","",""
"根据部门名称查询","4227","test_file_search_by_department[resolution0-chrome]","人力资源.组织架构管理.部门管理","Sat Jul 26 14:45:48 CST 2025","broken","Sat Jul 26 14:45:52 CST 2025","","test_岗位职责管理","",""
"样式比较","2328","test_file_style[resolution0-chrome]","系统设置.人力资源设置.考勤管理设置","Sat Jul 26 14:55:00 CST 2025","passed","Sat Jul 26 14:55:03 CST 2025","","test_考勤分类设置","",""
"编辑岗位性质","3846","test_modify[resolution0-chrome]","系统设置.人力资源设置.组织架构设置","Sat Jul 26 14:52:35 CST 2025","passed","Sat Jul 26 14:52:39 CST 2025","","test_岗位性质设置","",""
"薪资类别分配新增","4415","test_allocation_add[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置","Sat Jul 26 14:56:39 CST 2025","passed","Sat Jul 26 14:56:44 CST 2025","","test_岗位薪资类别","",""
"入职状态查询","0","test_search_by_resume_status[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:52 CST 2025","skipped","Sat Jul 26 14:41:52 CST 2025","","test_员工档案管理","",""
"年龄查询","0","test_search_by_age[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:43:02 CST 2025","skipped","Sat Jul 26 14:43:02 CST 2025","","test_待入职中人员","",""
"技能证书查询","5234","test_search_skill[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:15:09 CST 2025","passed","Sat Jul 26 15:15:14 CST 2025","","test_职务管理","",""
"根据文件类型查询","0","test_file_search_by_type[resolution0-chrome]","协同办公.我的工作","Sat Jul 26 14:48:13 CST 2025","broken","Sat Jul 26 14:48:13 CST 2025","","test_我的提交","",""
"样式比较","0","test_file_style[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:31 CST 2025","broken","Sat Jul 26 15:16:31 CST 2025","","test_ERP分类集合","",""
"新增分类","23475","test_add[resolution1-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:49 CST 2025","broken","Sat Jul 26 15:17:12 CST 2025","","test_ERP分类集合","",""
"性别查询","8101","test_search_by_sex[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:42:54 CST 2025","passed","Sat Jul 26 14:43:02 CST 2025","","test_待入职中人员","",""
"跳转今日","3998","test_turn_today[resolution0-chrome]","系统设置.人力资源设置.考勤管理设置","Sat Jul 26 14:55:32 CST 2025","passed","Sat Jul 26 14:55:36 CST 2025","","test_考勤日历设置","",""
"删除配置","4190","test_delete[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:22:54 CST 2025","broken","Sat Jul 26 15:22:58 CST 2025","","test_选项分类集合","",""
"样式比较","25299","test_file_style[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:07:48 CST 2025","broken","Sat Jul 26 15:08:13 CST 2025","","test_申请号码管理","",""
"删除配置","0","test_delete[resolution0-chrome]","系统设置.系统管理设置.选项表单管理","Sat Jul 26 15:16:24 CST 2025","broken","Sat Jul 26 15:16:24 CST 2025","","test_ERP分类配置","",""
"权限删除","4319","test_delete[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:12:12 CST 2025","passed","Sat Jul 26 15:12:16 CST 2025","","test_人员权限分配","",""
"根据单据名称查询","3656","test_search_name[resolution0-chrome]","系统设置.协同办公设置.流程设置","Sat Jul 26 15:04:22 CST 2025","passed","Sat Jul 26 15:04:26 CST 2025","","test_审批范围设置","",""
"新增人员权限","6307","test_allocation_set[resolution0-chrome]","系统设置.系统管理设置.菜单权限管理","Sat Jul 26 15:12:16 CST 2025","passed","Sat Jul 26 15:12:23 CST 2025","","test_人员权限分配","",""
"全部开启","5234","test_start[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:05:41 CST 2025","passed","Sat Jul 26 15:05:46 CST 2025","","test_接口缓存配置","",""
"保存上传","4165","test_upload[resolution0-chrome]","系统设置.系统管理设置.网站配置管理","Sat Jul 26 15:08:32 CST 2025","passed","Sat Jul 26 15:08:36 CST 2025","","test_登录背景图","",""
"编辑临时文档","0","test_file_continue[resolution0-chrome]","协同办公.我的工作","Sat Jul 26 14:47:05 CST 2025","skipped","Sat Jul 26 14:47:05 CST 2025","","test_临时文档","",""
"","0","test_minimal[360chrome-resolution0]","","Sat Jul 26 14:24:28 CST 2025","broken","Sat Jul 26 14:24:28 CST 2025","","test_新增简历","",""
"新增技能鉴定","1049","test_add[resolution0-chrome]","系统设置.人力资源设置.人力资源设置","Sat Jul 26 14:49:10 CST 2025","passed","Sat Jul 26 14:49:11 CST 2025","","test_技能鉴定设置","",""
"设置薪资配置","1681","test_set[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:00:37 CST 2025","passed","Sat Jul 26 15:00:38 CST 2025","","test_salary_allocation","",""
"根据职务名称查询","5507","test_file_search_by_name[resolution0-chrome]","人力资源.组织架构管理.部门管理","Sat Jul 26 14:45:43 CST 2025","passed","Sat Jul 26 14:45:48 CST 2025","","test_岗位职责管理","",""
"奖罚内容编辑","4293","test_modify[resolution0-chrome]","系统设置.协同办公设置.工作表单设置","Sat Jul 26 15:03:43 CST 2025","passed","Sat Jul 26 15:03:48 CST 2025","","test_奖罚内容设置","",""
"删除个税分档设置","3826","test_delete[resolution0-chrome]","系统设置.人力资源设置.薪资管理设置.薪资分类管理","Sat Jul 26 15:00:14 CST 2025","passed","Sat Jul 26 15:00:18 CST 2025","","test_person_tax","",""
"新增部门","5603","test_add[resolution0-chrome]","系统设置.人力资源设置.组织架构设置","Sat Jul 26 14:53:27 CST 2025","passed","Sat Jul 26 14:53:33 CST 2025","","test_部门设置","",""
"性别查询","0","test_search_by_sex[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:41:51 CST 2025","broken","Sat Jul 26 14:41:51 CST 2025","","test_员工档案管理","",""
"样式比较","2209","test_file_style[resolution0-chrome]","系统设置.协同办公设置.流程设置","Sat Jul 26 15:04:28 CST 2025","passed","Sat Jul 26 15:04:30 CST 2025","","test_审批范围设置","",""
"姓名查询","25635","test_search_by_name[resolution0-chrome]","人力资源.人力资源管理.人力资源工作","Sat Jul 26 14:40:00 CST 2025","broken","Sat Jul 26 14:40:26 CST 2025","","test_储备人员管理","",""
"新增事件短信","6007","test_add[resolution0-chrome]","系统设置.其它配置管理.短信信息管理","Sat Jul 26 15:02:28 CST 2025","passed","Sat Jul 26 15:02:34 CST 2025","","test_事件短信管理","",""
